So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH
03015103,6.20,6.00,4.40,,,,,3.25,4.25,7.75,5.08
03015104,6.80,7.75,5.20,,,,,4.75,7.50,8.75,7.00
03015105,3.80,5.50,2.00,,,,,2.25,4.75,6.50,4.50
03015106,7.80,5.00,4.80,7.25,7.25,4.50,6.33,,,,
03015107,5.20,5.75,4.80,2.75,3.75,5.25,3.92,,,,
03015108,5.80,8.00,4.00,,,,,6.75,8.00,7.25,7.33
03015109,5.80,5.75,2.60,,,,,4.75,6.00,9.00,6.58
03015110,5.40,3.75,2.40,,,,,3.00,6.00,5.50,4.83
03015111,5.60,4.00,3.60,,,,,7.75,8.50,8.75,8.33
03015112,4.80,4.25,2.60,,,,,3.50,3.25,6.00,4.25
03015113,7.00,6.25,2.80,2.00,4.50,4.75,3.75,,,,
03015114,5.60,6.50,2.80,,,,,6.00,7.00,8.50,7.17
03015115,6.40,4.75,3.60,,,,,4.00,6.25,8.50,6.25
03015116,5.20,7.00,3.20,,,,,5.00,6.25,7.50,6.25
03015117,5.20,6.25,2.80,,,,,3.00,7.25,9.25,6.50
03015118,4.40,6.00,3.00,,,,,5.50,6.25,7.00,6.25
03015119,5.00,5.25,3.80,,,,,3.75,6.25,8.75,6.25
03015120,5.80,4.50,5.00,,,,,2.50,7.75,8.00,6.08
03015121,7.80,6.50,6.00,8.50,7.50,6.25,7.42,,,,
03015122,7.20,5.75,5.20,,,,,4.00,6.25,8.50,6.25
03015123,5.60,4.25,4.00,,,,,5.00,7.75,8.75,7.17
03015124,4.20,4.50,3.20,,,,,3.50,6.00,7.00,5.50
03015125,4.40,5.75,3.40,,,,,3.75,6.50,9.00,6.42
03015126,6.60,5.75,3.60,,,,,6.00,8.50,8.75,7.75
03015127,7.00,5.25,4.80,,,,,5.25,7.00,9.75,7.33
03015128,6.80,5.75,3.00,,,,,2.00,6.75,7.75,5.50
03015129,8.20,7.00,6.60,3.75,6.75,5.50,5.33,,,,
03015130,6.00,7.75,5.00,,,,,5.75,6.75,7.75,6.75
03015131,6.40,7.25,3.40,,,,,4.00,5.25,7.75,5.67
03015132,6.40,6.00,3.80,6.25,7.75,5.00,6.33,,,,
03015133,4.80,6.50,4.60,,,,,2.75,4.25,7.00,4.67
03015134,6.80,6.00,4.20,4.50,4.00,4.50,4.33,,,,
03015135,4.60,6.25,2.60,,,,,3.50,5.75,6.75,5.33
03015136,5.80,7.25,3.40,,,,,4.75,5.50,7.75,6.00
03015137,5.20,5.75,4.00,,,,,4.50,4.75,7.25,5.50
03015138,7.20,5.00,2.20,,,,,5.25,5.75,7.75,6.25
03015139,3.00,3.50,2.60,,,,,4.00,6.00,7.25,5.75
03015140,3.20,6.00,3.20,,,,,2.25,5.25,7.00,4.83
03015141,4.00,5.50,2.40,,,,,1.50,5.00,7.25,4.58
03015142,4.40,6.00,3.80,,,,,3.25,5.75,8.75,5.92
03015143,5.40,6.00,4.80,,,,,6.50,6.25,9.50,7.42
03015144,5.80,5.75,4.00,,,,,4.00,6.50,7.75,6.08
03015145,4.60,6.25,5.20,,,,,6.00,5.75,8.25,6.67
03015146,6.20,8.50,7.60,,,,,9.25,8.50,9.25,9.00
03015147,6.60,2.25,4.20,,,,,2.75,4.75,6.25,4.58
03015148,6.40,6.50,2.40,4.25,5.00,3.50,4.25,,,,
03015149,2.00,1.50,2.20,,,,,2.50,3.75,5.50,3.92
03015150,7.40,7.25,2.40,5.75,6.25,4.25,5.42,,,,
03015151,8.20,4.50,4.40,7.00,7.50,5.75,6.75,,,,
03015152,6.60,4.00,4.20,,,,,3.00,5.50,8.00,5.50
03015153,5.60,6.00,4.00,,,,,5.25,5.50,8.00,6.25
03015154,4.60,5.00,3.00,,,,,5.25,7.00,8.50,6.92
03015155,8.60,6.50,4.00,8.00,5.75,4.00,5.92,,,,
03015156,6.20,5.00,4.40,5.25,5.75,5.00,5.33,,,,
03015157,6.20,6.00,3.20,5.25,5.00,3.75,4.67,,,,
03015158,6.00,4.50,3.80,,,,,5.75,7.00,8.00,6.92
03015159,6.00,6.00,3.40,,,,,3.50,7.25,7.00,5.92
03015160,4.40,5.00,4.00,,,,,3.75,5.75,7.50,5.67
03015161,4.00,6.75,3.60,,,,,4.25,6.00,7.50,5.92
03015162,8.20,7.25,3.80,7.50,7.75,5.25,6.83,,,,
03015163,5.00,6.25,4.60,,,,,4.00,6.75,6.75,5.83
03015164,5.80,6.75,3.60,,,,,4.00,6.25,8.00,6.08
03015165,5.00,6.50,3.20,,,,,6.50,7.00,8.00,7.17
03015166,7.00,5.25,6.00,3.75,4.75,5.50,4.67,,,,
03015167,6.40,6.50,3.80,,,,,5.50,6.25,8.25,6.67
03015168,6.40,4.50,6.40,4.00,5.25,6.00,5.08,,,,
03015169,6.60,5.75,3.40,5.00,5.75,4.00,4.92,,,,
03015170,4.80,2.50,2.60,,,,,4.50,6.00,9.00,6.50
03015171,8.20,5.00,4.80,7.25,6.25,4.00,5.83,,,,
03015172,5.20,5.75,3.80,,,,,3.25,5.25,8.75,5.75
03015173,5.60,6.75,2.40,3.25,6.00,3.75,4.33,,,,
03015174,4.40,5.50,3.20,,,,,4.00,5.25,8.50,5.92
03015175,7.40,7.00,3.60,,,,,4.50,6.50,9.50,6.83
03015176,7.60,8.75,5.80,,,,,3.75,8.25,8.00,6.67
03015177,6.80,5.25,4.40,,,,,6.25,7.50,8.75,7.50
03015178,4.80,5.25,2.00,,,,,3.25,5.50,7.00,5.25
03015179,6.20,5.75,4.80,,,,,5.50,7.00,6.75,6.42
03015180,2.20,5.00,3.40,,,,,3.00,4.00,7.25,4.75
03015181,4.00,7.00,4.20,,,,,3.00,5.00,7.00,5.00
03015182,4.60,6.50,4.00,,,,,6.00,6.00,8.75,6.92
03015183,7.60,5.50,5.60,,,,,5.50,6.00,8.75,6.75
03015184,6.20,6.00,2.80,,,,,3.75,7.50,5.50,5.58
03015185,7.20,6.75,5.40,,,,,7.50,9.25,9.75,8.83
03015186,5.00,6.00,4.60,,,,,6.25,7.50,9.25,7.67
03015187,3.00,3.25,2.00,,,,,1.75,6.00,9.00,5.58
03015188,4.40,5.50,4.20,,,,,4.00,5.25,7.75,5.67
03015189,5.60,6.00,4.40,,,,,4.75,7.00,8.75,6.83
03015190,8.80,7.25,7.40,6.25,7.75,5.50,6.50,,,,
03015191,6.40,5.75,5.20,,,,,4.25,7.50,8.25,6.67
03015192,7.20,8.00,7.00,,,,,3.75,5.25,7.00,5.33
03015193,4.60,5.50,4.60,,,,,4.75,3.50,6.50,4.92
03015194,7.60,6.25,2.40,,,,,3.00,6.00,6.25,5.08
03015195,6.60,5.25,6.20,4.00,5.50,6.25,5.25,,,,
03015196,6.00,5.00,3.00,3.75,4.50,5.00,4.42,,,,
03015197,6.00,4.75,4.00,4.75,3.75,3.25,3.92,,,,
03015198,7.00,5.75,5.40,6.50,5.75,3.50,5.25,,,,
03015199,7.00,7.00,5.40,4.75,6.25,5.50,5.50,,,,
03015200,8.60,7.00,7.80,7.75,5.00,4.00,5.58,,,,
03015201,7.40,6.50,4.80,7.75,6.75,5.25,6.58,,,,
03015202,7.20,6.00,4.00,5.50,4.50,6.50,5.50,,,,
03015203,7.60,4.75,5.40,7.50,7.00,5.75,6.75,,,,
03015204,6.60,5.50,6.40,4.75,6.25,5.75,5.58,,,,
03015205,8.00,5.50,7.20,5.75,4.75,5.00,5.17,,,,
03015206,7.20,7.00,4.60,4.50,5.50,4.25,4.75,,,,
03015207,8.20,6.25,6.00,7.50,6.75,6.00,6.75,,,,
03015208,6.20,6.00,3.80,3.50,5.25,5.25,4.67,,,,
03015209,9.20,4.75,2.80,8.25,7.50,4.50,6.75,,,,
03015210,8.40,6.75,5.60,5.00,5.50,6.25,5.58,,,,
03015211,8.60,4.75,2.40,3.50,6.75,5.25,5.17,,,,
03015212,6.20,5.00,3.00,4.75,3.25,4.25,4.08,,,,
03015213,8.00,5.00,4.80,4.25,6.50,7.00,5.92,,,,
03015214,6.00,5.00,5.00,,,,,3.50,6.50,7.25,5.75
03015215,7.00,5.50,4.60,,,,,6.00,7.50,8.75,7.42
03015216,2.60,6.00,2.80,,,,,2.75,5.75,7.75,5.42
03015217,2.00,4.50,1.80,,,,,4.00,5.25,6.50,5.25
03015218,3.60,4.75,2.80,,,,,3.25,4.25,8.50,5.33
03015219,4.20,5.25,2.00,,,,,5.00,7.25,8.50,6.92
03015220,6.60,5.75,4.20,,,,,5.00,6.75,9.00,6.92
03015221,5.00,6.25,2.80,,,,,3.75,7.00,8.25,6.33
03015222,7.80,7.75,6.20,,,,,7.25,7.50,8.50,7.75
03015223,6.00,7.00,5.00,,,,,5.25,6.00,8.75,6.67
03015224,6.40,5.75,4.20,,,,,5.00,6.25,8.50,6.58
03015225,4.00,5.00,4.40,,,,,2.25,6.75,8.00,5.67
03015226,6.20,7.25,7.20,6.75,3.75,4.75,5.08,,,,
03015227,4.00,4.75,2.60,,,,,2.75,6.00,7.75,5.50
03015228,6.00,6.00,5.60,,,,,4.25,5.25,7.50,5.67
03015229,6.20,6.50,4.80,3.25,6.50,7.25,5.67,,,,
03015230,7.60,7.00,8.80,5.75,5.50,6.50,5.92,,,,
03015231,4.40,4.75,3.40,,,,,3.50,7.25,9.25,6.67
03015232,5.00,5.75,3.80,,,,,4.25,6.00,7.50,5.92
03015233,5.00,6.00,3.40,,,,,2.50,6.75,7.75,5.67
03015234,3.20,4.75,2.20,,,,,2.00,4.50,6.00,4.17
03015235,6.00,5.75,3.20,,,,,5.00,8.00,9.50,7.50
03015236,5.80,5.25,3.40,,,,,4.25,6.75,8.00,6.33
03015237,6.60,6.25,3.00,,,,,5.00,7.25,7.25,6.50
03015238,6.60,4.50,5.40,,,,,3.75,6.50,7.75,6.00
03015239,8.00,3.75,3.00,6.75,7.50,5.25,6.50,,,,
03015240,5.80,5.25,3.80,,,,,3.75,7.00,8.50,6.42
03015241,5.00,5.25,2.80,,,,,3.00,5.00,6.00,4.67
03015242,5.60,6.50,3.80,,,,,3.75,6.00,7.75,5.83
03015243,8.20,4.25,5.40,,,,,6.50,8.00,9.25,7.92
03015244,5.40,3.75,2.60,,,,,2.75,5.00,5.75,4.50
03015245,4.60,4.25,6.20,,,,,5.00,6.00,8.75,6.58
03015246,5.80,4.75,2.40,,,,,5.00,6.00,8.00,6.33
03015247,7.80,5.75,6.00,4.75,6.50,6.50,5.92,,,,
03015248,4.40,3.25,3.40,,,,,4.25,4.75,7.25,5.42
03015249,6.80,6.00,2.80,,,,,5.25,7.50,9.50,7.42
03015250,3.80,5.50,3.00,,,,,5.25,7.50,8.00,6.92
03015251,5.40,5.00,3.00,4.75,4.25,4.75,4.58,,,,
03015252,5.80,5.50,3.40,,,,,4.00,7.25,7.50,6.25
03015253,3.20,5.25,3.00,,,,,4.50,7.50,8.75,6.92
03015254,5.20,6.25,5.40,,,,,6.00,7.50,9.75,7.75
03015255,6.60,6.25,3.40,4.00,3.75,3.25,3.67,,,,
03015256,5.00,6.75,3.20,,,,,5.75,7.00,9.25,7.33
03015257,8.00,4.75,3.80,8.25,7.50,4.25,6.67,,,,
03015258,5.00,6.00,3.60,,,,,2.75,6.25,7.75,5.58
03015259,4.20,6.50,2.60,,,,,5.50,6.50,7.25,6.42
03015260,5.40,5.00,3.80,,,,,5.50,7.00,9.50,7.33
03015261,5.80,7.00,2.20,,,,,3.75,7.75,9.25,6.92
03015262,9.00,7.00,6.80,8.00,8.25,5.25,7.17,,,,
03015263,6.60,4.00,2.40,,,,,3.75,6.25,7.25,5.75
03015264,3.40,4.50,1.80,,,,,3.25,4.75,6.50,4.83
03015265,3.20,5.25,3.20,,,,,2.75,4.75,8.25,5.25
03015266,6.60,7.00,5.60,,,,,3.75,6.25,7.00,5.67
03015267,7.60,8.00,6.00,,,,,6.25,9.25,9.50,8.33
03015268,7.20,8.00,6.80,4.50,6.00,4.50,5.00,,,,
03015269,8.00,8.00,4.40,7.50,6.00,5.75,6.42,,,,
03015270,5.80,7.00,5.40,,,,,5.75,8.00,9.00,7.58
03015271,5.80,6.25,4.40,,,,,7.00,7.25,8.50,7.58
03015272,8.60,7.75,5.60,,,,,8.25,7.25,8.00,7.83
03015273,8.60,7.25,3.00,,,,,4.00,8.50,9.50,7.33
03015274,4.80,7.25,4.20,,,,,3.00,6.25,8.50,5.92
03015275,9.20,6.75,7.60,7.25,7.25,4.50,6.33,,,,
03015276,6.00,5.00,2.00,,,,,5.25,7.00,8.75,7.00
03015277,6.80,5.00,2.00,,,,,4.50,7.00,9.75,7.08
03015278,5.40,5.00,2.20,,,,,4.00,6.50,8.00,6.17
03015279,5.20,4.75,2.40,,,,,4.50,6.25,9.25,6.67
03015280,4.20,5.75,2.40,,,,,6.00,5.75,8.50,6.75
03015281,6.40,8.50,3.60,4.00,4.50,5.25,4.58,,,,
03015282,7.40,7.25,4.00,,,,,4.75,5.75,7.00,5.83
03015283,5.60,6.75,5.20,,,,,3.75,7.25,9.00,6.67
03015284,7.00,7.50,9.20,5.50,4.75,5.25,5.17,,,,
03015285,7.00,6.50,4.00,,,,,4.50,6.75,7.50,6.25
03015286,7.40,7.25,4.60,,,,,6.25,6.50,9.50,7.42
03015287,6.40,7.00,4.00,,,,,4.25,7.75,8.50,6.83
03015288,2.80,3.75,2.40,,,,,2.75,5.50,8.50,5.58
03015289,4.40,6.25,3.00,,,,,4.50,5.00,8.25,5.92
03015290,7.20,6.75,7.20,,,,,4.75,8.00,8.50,7.08
03015291,6.40,6.25,5.60,,,,,3.75,5.50,7.75,5.67
03015292,4.60,5.00,3.20,,,,,6.50,6.50,8.75,7.25
03015293,4.00,4.50,3.40,,,,,2.25,4.50,6.75,4.50
03015294,8.20,6.75,3.40,,,,,5.75,8.00,9.25,7.67
03015295,6.20,6.50,2.20,,,,,3.00,5.00,8.50,5.50
03015296,4.40,6.50,3.60,,,,,5.50,7.00,9.00,7.17
03015297,4.60,4.00,4.80,,,,,5.25,5.50,7.75,6.17
03015298,7.20,5.50,4.20,,,,,6.00,7.25,9.75,7.67
03015299,4.60,6.50,3.40,,,,,2.75,5.50,7.75,5.33
03015300,5.20,5.00,4.00,,,,,4.75,5.50,7.00,5.75
03015301,8.20,7.25,7.00,5.50,7.25,4.00,5.58,,,,
03015302,2.80,3.00,1.60,,,,,2.50,4.75,4.75,4.00
03015303,5.80,4.75,3.00,,,,,8.00,7.00,9.00,8.00
03015304,2.00,4.00,2.00,,,,,3.25,3.25,7.25,4.58
03015305,7.20,8.00,5.40,3.75,4.50,5.00,4.42,,,,
03015306,4.60,5.25,3.60,,,,,3.25,7.00,8.25,6.17
03015307,5.00,7.25,5.40,,,,,3.50,5.75,8.25,5.83
03015308,6.60,7.00,6.40,4.25,4.50,6.25,5.00,,,,
03015309,5.20,5.75,3.00,,,,,5.50,6.25,7.00,6.25
03015310,5.60,6.50,3.40,,,,,2.25,4.00,6.75,4.33
03015311,4.40,6.00,3.40,,,,,4.00,5.75,8.00,5.92
03015312,4.60,7.25,4.20,,,,,5.00,5.00,8.50,6.17
03015313,4.60,5.25,3.60,,,,,2.25,5.00,8.75,5.33
03015314,6.60,3.75,4.60,5.00,3.00,5.00,4.33,,,,
03015315,3.20,3.50,3.80,,,,,3.00,4.75,6.25,4.67
03015316,7.40,5.00,2.40,5.50,4.50,2.50,4.17,,,,
03015317,7.60,4.75,3.80,4.50,3.75,4.00,4.08,,,,
03015318,4.80,5.00,3.40,,,,,3.75,6.75,8.75,6.42
03015319,6.20,6.75,3.00,,,,,5.00,6.25,7.75,6.33
03015320,6.20,6.50,6.00,,,,,3.50,7.50,8.00,6.33
03015321,4.40,7.00,4.60,,,,,3.75,5.25,7.25,5.42
03015322,3.00,5.00,2.40,,,,,3.00,4.50,8.00,5.17
03015323,6.80,6.75,5.80,,,,,6.75,7.00,8.50,7.42
03015324,6.80,5.25,4.00,,,,,7.50,6.75,8.75,7.67
03015325,6.20,5.75,2.20,,,,,4.50,8.00,7.50,6.67
03015326,6.80,5.00,4.00,6.75,5.25,6.75,6.25,,,,
03015327,4.40,5.25,2.60,,,,,3.75,6.00,6.00,5.25
03015328,3.20,5.25,3.60,,,,,4.00,5.25,7.25,5.50
03015329,6.00,6.50,3.20,,,,,3.25,7.00,5.00,5.08
03015330,8.20,4.25,3.20,3.50,6.50,6.50,5.50,,,,
03015331,6.80,4.50,2.60,,,,,4.00,5.50,9.00,6.17
03015332,3.20,3.75,2.60,,,,,1.75,6.25,7.00,5.00
03015333,5.40,5.00,2.60,,,,,3.50,5.00,6.50,5.00
03015334,4.00,5.00,2.20,,,,,4.00,6.00,7.50,5.83
03015335,6.00,4.25,3.40,,,,,4.00,5.50,9.00,6.17
03015336,6.80,6.00,3.80,,,,,2.25,7.50,6.75,5.50
03015337,5.00,7.00,2.20,,,,,4.25,7.50,8.50,6.75
03015338,5.80,7.25,4.00,,,,,6.75,5.75,9.25,7.25
03015339,6.20,5.00,3.00,,,,,6.75,7.50,8.25,7.50
03015340,6.40,6.00,3.20,,,,,2.75,6.25,8.00,5.67
03015341,6.00,5.00,3.40,,,,,5.00,5.50,8.75,6.42
03015342,6.80,6.00,4.20,,,,,5.75,8.25,9.25,7.75
03015343,4.20,4.25,3.80,,,,,4.50,6.00,9.00,6.50
03015344,4.60,6.75,5.00,,,,,5.25,7.25,8.75,7.08
03015345,6.20,7.50,5.20,,,,,5.75,6.50,8.50,6.92
03015346,6.00,5.75,4.60,,,,,4.75,7.50,7.75,6.67
03015347,5.20,7.00,4.40,,,,,2.75,5.75,7.75,5.42
03015348,7.80,7.00,9.00,,,,,4.25,7.75,8.50,6.83
03015349,5.00,5.50,3.60,,,,,2.75,4.75,7.00,4.83
03015350,7.20,7.50,4.00,4.50,4.75,4.00,4.42,,,,
03015351,6.40,5.00,4.60,,,,,4.75,7.00,7.50,6.42
03015352,5.60,5.25,3.40,,,,,5.25,6.00,9.00,6.75
03015353,5.60,5.50,3.20,,,,,4.75,6.25,8.50,6.50
03015354,6.20,8.00,8.20,,,,,6.25,6.25,8.75,7.08
03015355,4.60,5.75,3.00,,,,,2.00,6.25,7.00,5.08
03015356,5.80,5.00,3.40,,,,,4.75,6.25,8.50,6.50
03015357,4.40,4.50,2.80,,,,,3.75,4.00,6.00,4.58
03015358,4.40,7.00,3.20,,,,,4.00,6.75,6.25,5.67
03015359,6.00,5.50,4.40,,,,,4.25,4.00,7.50,5.25
03015360,7.00,4.50,3.60,,,,,4.50,7.00,8.50,6.67
03015361,6.60,6.75,4.20,,,,,6.25,6.50,7.50,6.75
03015362,5.40,7.00,3.60,,,,,3.50,6.75,9.25,6.50
03015363,3.00,5.50,2.40,,,,,3.25,4.50,6.00,4.58
03015364,4.40,4.50,3.60,,,,,2.00,4.50,6.00,4.17
03015365,4.40,3.50,3.40,,,,,4.25,5.25,7.00,5.50
03015366,5.20,6.00,3.60,,,,,4.25,5.75,8.50,6.17
03015367,4.40,4.25,3.20,,,,,2.00,5.75,7.50,5.08
03015368,6.60,7.00,4.20,,,,,6.25,7.25,8.25,7.25
03015369,8.40,5.50,3.60,4.00,6.50,8.00,6.17,,,,
03015370,4.80,6.50,3.00,,,,,4.75,6.50,7.25,6.17
03015371,6.20,6.00,4.00,,,,,5.50,5.50,8.50,6.50
03015372,5.80,8.50,4.60,,,,,4.75,5.50,8.00,6.08
03015373,8.60,7.50,6.40,7.00,8.00,5.50,6.83,,,,
03015374,5.60,5.50,2.40,,,,,5.75,6.50,8.50,6.92
03015375,5.80,4.00,5.80,,,,,5.00,6.25,8.25,6.50
03015376,5.80,5.75,3.60,,,,,3.75,5.00,7.50,5.42
03015377,4.60,4.75,3.40,,,,,6.25,5.75,8.25,6.75
03015378,5.00,5.50,5.00,,,,,3.50,6.50,9.00,6.33
03015379,5.80,4.75,4.40,,,,,2.75,4.75,7.50,5.00
03015380,6.00,5.00,4.00,,,,,4.75,7.50,8.25,6.83
03015381,4.60,3.50,2.20,,,,,3.00,4.25,6.75,4.67
03015382,2.20,3.75,2.20,,,,,2.50,4.75,6.00,4.42
03015383,3.40,4.50,2.60,,,,,2.50,7.00,7.00,5.50
03015384,6.00,5.25,3.60,,,,,4.50,6.50,8.50,6.50
03015385,2.60,4.75,3.00,,,,,4.75,6.50,6.25,5.83
03015386,6.20,5.25,5.00,,,,,6.00,7.25,8.50,7.25
03015387,7.00,5.75,3.60,6.50,7.00,5.00,6.17,,,,
03015388,3.40,1.75,3.40,,,,,2.75,5.25,6.25,4.75
03015389,2.80,3.50,2.40,,,,,2.50,5.75,6.50,4.92
03015390,4.80,4.75,3.40,,,,,1.75,5.25,6.75,4.58
03015391,5.20,4.00,1.60,,,,,2.00,5.75,7.75,5.17
03015392,6.80,6.25,6.40,6.25,5.75,5.25,5.75,,,,
03015393,5.60,3.75,3.40,,,,,1.75,5.50,7.50,4.92
03015394,6.60,4.50,2.60,,,,,3.50,6.50,9.00,6.33
03015395,2.60,3.00,3.00,,,,,3.50,4.75,5.25,4.50
03015396,7.00,6.00,5.00,,,,,6.25,8.50,8.25,7.67
03015397,6.60,5.50,3.20,,,,,4.25,7.25,8.00,6.50
03015398,7.20,6.50,7.00,,,,,4.75,8.00,9.25,7.33
03015399,7.40,6.25,4.60,,,,,5.00,6.75,8.75,6.83
03015400,5.60,3.25,3.60,,,,,5.25,5.75,9.25,6.75
03015401,6.40,7.00,2.60,,,,,5.00,6.75,9.25,7.00
03015402,8.40,6.25,9.00,5.75,6.00,5.25,5.67,,,,
03015403,6.60,6.50,4.00,,,,,6.25,8.75,8.75,7.92
03015404,4.80,6.50,4.40,,,,,4.00,4.75,9.00,5.92
03015405,8.20,5.50,4.20,8.00,7.75,5.50,7.08,,,,
03015406,3.60,3.75,2.60,,,,,3.00,4.75,7.50,5.08
03015407,8.80,7.25,7.00,8.25,8.50,8.25,8.33,,,,
03015408,5.40,5.75,3.60,,,,,4.25,5.50,8.00,5.92
03015409,6.20,5.50,3.20,,,,,5.00,7.00,7.75,6.58
03015410,7.40,7.00,6.00,6.00,8.25,5.50,6.58,,,,
03015411,4.60,6.25,4.20,,,,,4.00,6.50,7.25,5.92
03015412,6.40,8.25,6.20,,,,,5.50,6.75,7.25,6.50
03015413,6.20,5.25,2.80,,,,,3.50,7.25,8.25,6.33
03015414,6.60,6.75,6.40,,,,,5.50,7.75,9.25,7.50
03015415,6.20,7.00,5.80,,,,,5.25,7.00,8.75,7.00
03015416,5.80,7.75,4.40,,,,,3.75,5.75,7.25,5.58
03015417,5.80,7.25,6.20,,,,,3.75,6.75,6.50,5.67
03015418,8.60,5.50,6.80,6.00,6.50,4.25,5.58,,,,
03015419,6.00,5.50,4.80,,,,,5.25,5.50,9.00,6.58
03015420,5.20,5.00,2.40,,,,,3.75,4.25,7.00,5.00
03015421,4.80,5.25,4.20,,,,,3.25,6.75,7.50,5.83
03015422,5.80,4.75,2.60,,,,,4.00,5.25,8.50,5.92
03015423,6.60,6.75,3.00,,,,,7.00,7.00,9.25,7.75
03015424,5.40,5.00,2.80,,,,,4.75,6.25,8.50,6.50
03015425,6.20,6.50,4.20,,,,,4.50,7.25,8.50,6.75
03015426,8.60,6.25,6.20,8.50,7.25,5.00,6.92,,,,
03015427,6.40,7.75,7.20,,,,,4.50,5.50,8.25,6.08
03015428,6.80,5.00,3.40,6.50,5.25,4.75,5.50,,,,
03015429,6.80,6.50,3.40,3.25,2.00,4.25,3.17,,,,
03015430,5.80,6.00,3.20,4.50,4.75,3.25,4.17,,,,
03015431,8.00,6.00,8.40,7.00,7.00,4.00,6.00,,,,
03015432,8.80,5.75,5.60,7.50,6.00,6.50,6.67,,,,
03015433,6.40,4.25,4.40,5.00,4.25,5.50,4.92,,,,
03015434,6.80,5.75,5.00,6.00,4.25,4.50,4.92,,,,
03015435,6.20,4.50,3.60,2.25,3.25,3.75,3.08,,,,
03015436,6.80,5.75,3.80,,,,,4.25,5.75,8.00,6.00
03015437,7.80,7.00,4.80,,,,,2.75,6.00,8.75,5.83
03015438,6.40,6.75,2.80,,,,,5.25,8.25,8.75,7.42
03015439,2.80,6.75,5.20,,,,,5.75,6.75,8.50,7.00
03015440,5.40,8.00,6.20,,,,,6.50,7.00,7.75,7.08
03015441,2.60,4.75,3.20,,,,,2.50,3.75,5.00,3.75
03015442,7.00,5.25,2.20,,,,,5.00,6.50,7.75,6.42
03015443,4.80,5.75,3.40,,,,,6.00,6.00,8.25,6.75
03015444,7.40,4.50,4.20,4.25,3.25,4.75,4.08,,,,
03015445,5.00,6.00,2.40,,,,,2.50,7.00,8.25,5.92
03015446,3.60,5.50,2.60,,,,,4.75,5.75,7.75,6.08
03015447,7.80,5.25,4.80,6.50,6.00,3.75,5.42,,,,
03015448,6.60,5.50,3.40,,,,,4.75,7.00,9.00,6.92
03015449,5.80,5.50,4.20,,,,,3.75,5.75,6.50,5.33
03015450,5.80,6.00,3.60,,,,,5.00,6.50,9.25,6.92
03015451,6.00,5.75,3.80,,,,,7.75,7.50,9.25,8.17
03015452,4.40,4.25,3.40,,,,,4.00,5.25,7.50,5.58
03015453,7.20,5.50,5.40,,,,,3.25,6.50,8.00,5.92
03015454,2.60,3.75,2.00,,,,,3.25,5.50,7.75,5.50
03015455,3.00,5.00,3.00,,,,,3.00,5.00,6.50,4.83
03015456,5.00,5.75,6.00,,,,,3.00,7.00,8.50,6.17
03015457,6.20,5.00,4.00,,,,,5.50,6.00,8.75,6.75
03015458,6.60,5.75,2.60,,,,,7.75,7.50,8.75,8.00
03015459,6.80,4.25,3.60,,,,,2.75,5.50,8.00,5.42
03015460,5.60,5.50,5.40,,,,,4.50,6.00,7.50,6.00
03015461,8.00,6.75,7.60,,,,,5.00,8.50,9.25,7.58
03015462,3.60,7.25,4.60,,,,,3.00,5.25,7.75,5.33
03015463,6.00,5.50,4.60,5.50,4.75,4.50,4.92,,,,
03015464,7.60,7.25,4.00,6.25,7.50,5.25,6.33,,,,
03015465,4.60,6.00,3.20,,,,,6.25,6.25,7.00,6.50
03015466,5.00,5.00,5.60,,,,,4.00,6.25,6.75,5.67
03015467,7.20,7.25,8.00,4.75,5.50,4.25,4.83,,,,
03015468,7.00,7.00,3.60,,,,,4.00,5.75,8.00,5.92
03015469,6.60,5.75,4.80,,,,,4.00,6.75,8.75,6.50
03015470,2.60,4.50,2.40,,,,,2.00,4.00,7.00,4.33
03015471,7.40,6.25,4.40,5.75,6.75,3.75,5.42,,,,
03015472,5.60,6.75,6.80,,,,,4.75,7.25,8.00,6.67
03015473,6.60,6.50,6.20,,,,,2.75,6.00,7.75,5.50
03015474,8.80,5.75,10.00,8.00,6.00,5.00,6.33,,,,
03015475,7.00,8.00,6.80,,,,,4.25,7.50,8.25,6.67
03015476,7.00,6.50,3.80,,,,,4.25,6.25,5.50,5.33
03015477,3.20,4.50,2.40,,,,,4.00,5.50,6.00,5.17
03015478,8.40,6.00,5.60,5.50,6.25,5.75,5.83,,,,
03015479,7.20,5.25,4.20,7.25,6.75,5.75,6.58,,,,
03015480,7.20,5.75,4.40,6.75,6.50,3.75,5.67,,,,
03015481,7.20,6.25,2.60,4.50,5.25,5.00,4.92,,,,
03015482,6.00,5.25,4.20,,,,,3.50,7.00,8.75,6.42
03015483,5.20,4.75,3.80,5.00,4.25,4.50,4.58,,,,
03015484,5.20,5.50,3.00,,,,,3.50,6.50,9.00,6.33
03015485,5.40,6.00,4.80,,,,,3.75,7.75,7.75,6.42
03015486,5.20,6.25,2.80,,,,,5.75,6.00,8.50,6.75
03015487,5.80,6.75,4.00,,,,,4.50,7.00,8.50,6.67
03015488,5.40,3.50,3.40,,,,,3.50,5.50,6.25,5.08
