So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH
03014717,6.40,6.50,3.80,,,,,4.50,5.50,8.50,6.17
03014718,5.40,6.75,5.00,,,,,6.00,6.75,9.00,7.25
03014719,5.60,6.00,3.20,,,,,4.50,6.25,9.25,6.67
03014720,5.80,4.25,3.60,,,,,3.25,6.50,6.25,5.33
03014721,7.20,5.75,4.20,4.75,3.25,4.75,4.25,,,,
03014722,7.40,5.25,4.60,5.50,6.50,5.25,5.75,,,,
03014723,6.00,5.75,4.20,,,,,3.25,5.25,7.75,5.42
03014724,4.60,7.00,5.00,,,,,4.00,6.50,6.00,5.50
03014725,2.60,4.25,2.40,,,,,4.00,1.75,5.00,3.58
03014726,4.00,7.00,3.40,,,,,3.25,5.25,7.50,5.33
03014727,6.40,5.50,3.80,,,,,4.75,6.25,8.25,6.42
03014728,6.40,5.75,3.20,,,,,5.50,5.25,8.00,6.25
03014729,8.00,6.25,5.80,,,,,6.75,8.25,9.25,8.08
03014730,6.60,8.25,8.20,,,,,6.75,8.50,9.50,8.25
03014731,2.40,2.75,3.20,,,,,3.00,5.75,6.75,5.17
03014732,3.60,4.75,2.00,,,,,3.50,4.50,6.00,4.67
03014733,7.80,5.75,7.60,,,,,4.00,6.25,8.50,6.25
03014734,6.40,5.00,2.80,5.00,3.25,5.75,4.67,,,,
03014735,7.80,3.50,8.20,7.00,2.25,4.50,4.58,,,,
03014736,3.80,6.00,3.80,,,,,3.25,6.00,7.50,5.58
03014737,7.20,5.50,3.20,4.75,4.25,4.75,4.58,,,,
03014738,7.40,4.50,3.20,7.25,7.25,5.00,6.50,,,,
03014739,5.60,5.25,2.20,,,,,3.25,3.00,4.75,3.67
03014740,3.80,6.25,2.40,,,,,3.75,5.25,7.75,5.58
03014741,3.60,7.00,2.20,,,,,2.75,5.75,5.25,4.58
03014742,4.40,5.75,4.80,,,,,3.75,4.75,7.25,5.25
03014743,5.00,5.50,3.60,,,,,5.75,6.50,8.25,6.83
03014744,3.40,4.50,3.80,,,,,4.00,5.75,8.25,6.00
03014745,6.80,6.25,3.20,6.50,4.75,4.50,5.25,,,,
03014746,4.60,6.25,2.60,,,,,3.50,6.00,7.00,5.50
03014747,5.40,6.00,4.60,,,,,6.25,7.50,9.00,7.58
03014748,5.40,4.75,3.80,,,,,3.50,6.00,8.75,6.08
03014749,3.80,4.25,2.80,,,,,5.25,4.25,8.75,6.08
03014750,6.40,5.50,4.00,,,,,3.50,6.75,7.25,5.83
03014751,6.40,5.00,4.00,,,,,4.00,5.75,8.00,5.92
03014752,6.40,5.00,4.60,,,,,4.75,6.50,8.00,6.42
03014753,3.00,3.25,1.80,,,,,4.00,5.00,7.00,5.33
03014754,5.80,6.25,5.20,,,,,7.00,7.50,9.25,7.92
03014755,4.60,5.75,2.80,,,,,5.50,6.25,7.75,6.50
03014756,7.00,6.25,3.80,3.00,4.00,3.75,3.58,,,,
03014757,4.40,4.00,3.40,,,,,4.50,5.50,7.25,5.75
03014758,6.40,5.75,3.80,5.25,4.50,4.00,4.58,,,,
03014759,5.60,5.25,3.40,,,,,3.75,6.50,8.75,6.33
03014760,5.60,7.25,7.20,,,,,6.25,7.00,8.00,7.08
03014761,5.20,5.00,2.80,,,,,3.25,6.25,8.75,6.08
03014762,3.20,2.75,1.40,,,,,2.25,5.75,4.50,4.17
03014763,3.20,3.25,2.20,,,,,3.25,3.75,5.00,4.00
03014764,7.40,6.25,4.20,4.25,6.25,4.25,4.92,,,,
03014765,7.80,6.50,4.40,5.50,6.00,4.25,5.25,,,,
03014766,6.20,4.50,4.20,,,,,5.50,6.25,8.75,6.83
03014767,4.60,6.75,4.80,,,,,4.25,7.00,7.50,6.25
03014768,7.80,7.50,6.00,,,,,5.50,7.50,7.75,6.92
03014769,4.60,4.25,3.80,,,,,3.25,5.75,7.25,5.42
03014770,2.40,5.00,2.60,,,,,3.75,5.25,5.75,4.92
03014771,2.40,4.00,2.00,,,,,2.75,4.25,4.50,3.83
03014772,4.40,5.00,2.00,,,,,3.50,6.00,8.00,5.83
03014773,2.60,5.25,3.00,,,,,2.50,5.25,7.00,4.92
03014774,7.20,6.25,5.80,6.25,6.00,4.50,5.58,,,,
03014775,6.00,6.00,3.00,,,,,3.75,6.00,9.75,6.50
03014776,7.80,6.25,3.80,,,,,6.75,6.75,7.25,6.92
03014777,6.80,7.00,5.80,,,,,3.50,7.25,8.00,6.25
03014778,6.00,6.00,4.20,,,,,2.50,6.25,8.25,5.67
03014779,7.60,6.25,7.20,,,,,6.25,7.00,7.50,6.92
03014780,7.00,7.00,5.40,,,,,6.50,8.25,7.25,7.33
03014781,7.20,7.25,4.60,,,,,4.50,5.75,7.25,5.83
03014782,2.80,7.00,2.80,,,,,2.75,5.00,7.75,5.17
03014783,6.20,5.50,4.80,,,,,5.00,6.50,9.00,6.83
03014784,5.80,5.25,3.00,,,,,4.75,6.50,7.50,6.25
03014785,4.60,6.00,2.00,,,,,2.75,4.75,7.25,4.92
03014786,4.60,5.25,2.20,,,,,2.75,4.75,7.00,4.83
03014787,7.20,8.00,6.20,,,,,5.00,7.75,8.75,7.17
03014788,7.40,7.25,4.80,,,,,4.00,6.00,6.00,5.33
03014789,8.40,8.25,6.20,,,,,4.75,7.25,8.00,6.67
03014790,7.80,8.00,8.20,,,,,3.75,7.25,8.25,6.42
03014791,5.20,5.00,3.40,,,,,4.00,8.00,8.75,6.92
03014792,6.20,6.25,4.60,,,,,4.75,5.25,8.75,6.25
03014793,6.20,5.75,4.80,,,,,3.75,6.00,6.75,5.50
03014794,6.60,5.75,3.20,,,,,4.75,8.00,9.00,7.25
03014795,5.60,6.00,2.60,,,,,4.00,6.50,7.25,5.92
03014796,5.60,6.75,3.60,,,,,5.50,6.00,9.00,6.83
03014797,8.00,7.75,6.20,6.00,7.00,4.75,5.92,,,,
03014798,6.00,7.00,4.40,,,,,5.75,6.75,8.75,7.08
03014799,3.20,7.00,4.40,,,,,4.00,6.75,8.25,6.33
03014800,5.20,8.50,4.00,,,,,4.75,6.25,9.50,6.83
03014801,6.60,8.00,5.40,,,,,4.75,8.25,8.25,7.08
03014802,7.40,7.75,7.40,,,,,9.50,7.50,10.00,9.00
03014803,3.40,5.25,2.60,,,,,3.50,5.75,9.25,6.17
03014804,4.40,3.25,2.20,,,,,3.75,5.00,7.00,5.25
03014805,6.80,6.25,5.20,5.75,2.75,3.75,4.08,,,,
03014806,5.60,5.75,4.40,,,,,3.50,5.50,7.50,5.50
03014807,7.80,4.50,3.60,4.25,5.00,5.50,4.92,,,,
03014808,7.40,5.75,4.40,5.00,3.75,4.75,4.50,,,,
03014809,6.00,5.50,2.40,,,,,4.25,5.75,8.00,6.00
03014810,3.80,5.75,6.60,,,,,2.75,6.25,7.00,5.33
03014811,5.00,4.75,5.00,,,,,3.00,4.75,8.50,5.42
03014812,4.20,5.75,3.00,,,,,4.75,7.50,9.25,7.17
03014813,7.60,6.75,7.00,,,,,4.25,8.75,9.00,7.33
03014814,2.80,4.50,2.20,,,,,1.50,6.00,6.75,4.75
03014815,5.40,5.50,3.20,,,,,3.75,6.25,8.25,6.08
03014816,7.20,5.50,5.20,,,,,4.75,6.50,8.00,6.42
03014817,5.20,7.25,4.80,,,,,5.00,6.75,8.00,6.58
03014818,5.40,6.25,3.80,,,,,4.25,5.50,6.50,5.42
03014819,3.20,4.50,2.00,,,,,4.00,5.25,7.00,5.42
03014820,6.60,6.25,4.20,,,,,6.00,8.25,9.50,7.92
03014821,7.60,7.25,6.00,,,,,5.25,7.00,7.75,6.67
03014822,5.20,4.50,4.00,,,,,3.75,4.50,7.75,5.33
03014823,7.20,6.25,3.80,,,,,5.75,7.75,9.75,7.75
03014824,5.60,5.00,5.00,,,,,5.50,6.50,9.00,7.00
03014825,5.80,6.25,4.80,,,,,4.50,6.25,9.50,6.75
03014826,3.00,2.00,2.40,,,,,4.00,5.50,7.50,5.67
03014827,3.80,5.50,4.40,,,,,4.50,6.50,8.75,6.58
03014828,5.20,7.50,3.40,,,,,4.75,6.00,8.25,6.33
03014829,8.20,6.00,4.00,7.00,7.25,6.25,6.83,,,,
03014830,5.20,4.75,4.20,,,,,3.00,4.50,7.25,4.92
03014831,3.80,4.75,3.00,,,,,1.25,5.25,8.00,4.83
03014832,4.40,6.75,2.20,,,,,4.00,5.50,7.50,5.67
03014833,6.40,7.00,7.20,4.00,5.25,6.00,5.08,,,,
03014834,4.00,6.75,3.00,,,,,4.00,5.50,8.50,6.00
03014835,6.00,4.50,6.00,,,,,7.50,6.50,10.00,8.00
03014836,5.60,4.00,3.80,,,,,4.50,6.50,9.25,6.75
03014837,6.60,7.00,8.80,,,,,5.50,7.00,9.75,7.42
03014838,6.60,7.00,3.80,,,,,4.75,6.50,7.50,6.25
03014839,4.60,5.00,3.40,,,,,3.00,6.50,8.25,5.92
03014840,5.00,3.50,2.80,,,,,1.75,6.25,8.00,5.33
03014841,6.40,7.75,4.80,,,,,4.50,5.50,8.00,6.00
03014842,6.60,7.75,6.20,,,,,5.25,6.75,8.00,6.67
03014843,4.00,4.50,3.60,,,,,2.50,6.75,4.75,4.67
03014844,7.00,6.75,6.20,,,,,4.25,7.00,8.50,6.58
03014845,6.00,4.50,4.80,,,,,4.25,6.50,9.00,6.58
03014846,5.80,6.50,4.60,,,,,5.25,7.00,8.00,6.75
03014847,6.00,6.25,4.80,,,,,5.00,6.75,8.50,6.75
03014848,5.60,5.50,4.60,,,,,6.75,7.00,8.75,7.50
03014849,7.20,5.25,1.80,,,,,3.75,6.25,8.00,6.00
03014850,5.40,6.50,6.00,,,,,5.25,8.25,9.50,7.67
03014851,6.40,6.50,5.80,,,,,4.00,7.25,7.75,6.33
03014852,6.20,5.75,5.60,3.25,3.50,5.75,4.17,,,,
03014853,6.00,6.00,6.40,3.50,4.25,5.00,4.25,,,,
03014854,6.20,5.00,2.60,,,,,5.00,6.00,8.25,6.42
03014855,6.60,4.50,3.40,,,,,3.75,6.75,8.50,6.33
03014856,3.40,7.00,5.40,,,,,3.75,6.50,7.25,5.83
03014857,5.60,7.00,3.80,,,,,3.75,4.50,8.50,5.58
03014858,7.40,6.50,5.20,,,,,4.00,5.25,9.00,6.08
03014859,6.40,7.50,5.20,,,,,5.00,5.25,7.00,5.75
03014860,4.40,6.00,3.20,,,,,4.25,6.25,6.75,5.75
03014861,7.00,6.50,4.00,,,,,7.25,8.00,10.00,8.42
03014862,1.80,5.75,3.60,,,,,6.00,6.00,7.75,6.58
03014863,4.80,5.00,3.60,,,,,2.75,4.75,6.50,4.67
03014864,4.40,5.75,3.40,,,,,4.25,5.25,7.25,5.58
03014865,3.60,4.00,2.40,,,,,2.50,4.50,5.00,4.00
03014866,4.20,6.00,1.60,,,,,3.50,4.50,5.25,4.42
03014867,4.00,5.50,3.20,,,,,3.75,5.25,8.25,5.75
03014868,6.00,5.75,3.80,,,,,4.00,6.00,8.00,6.00
03014869,5.20,5.50,3.60,,,,,4.00,6.00,9.50,6.50
03014870,6.60,4.50,5.00,,,,,5.50,6.75,8.75,7.00
03014871,5.00,3.75,2.00,,,,,4.25,6.50,5.50,5.42
03014872,6.00,3.25,4.40,,,,,4.75,6.00,8.50,6.42
03014873,6.00,5.00,5.20,,,,,4.25,5.00,7.75,5.67
03014874,7.60,4.75,4.20,,,,,3.00,6.50,8.25,5.92
03014875,5.40,3.25,3.40,,,,,3.75,6.75,7.25,5.92
03014876,5.00,3.50,2.60,,,,,3.50,6.50,8.00,6.00
03014877,2.60,2.25,2.00,,,,,3.50,5.25,5.00,4.58
03014878,2.00,3.75,2.00,,,,,3.25,5.00,6.25,4.83
03014879,7.60,7.75,7.40,,,,,6.50,7.00,9.75,7.75
03014880,5.20,5.25,3.00,,,,,3.50,6.25,7.00,5.58
03014881,6.20,6.25,4.00,,,,,4.00,6.50,6.00,5.50
03014882,7.80,6.25,6.20,,,,,6.25,7.00,8.00,7.08
03014883,4.80,5.25,3.00,,,,,3.25,8.25,6.25,5.92
03014884,5.80,4.75,3.40,,,,,5.50,6.75,7.75,6.67
03014885,2.00,4.25,3.40,,,,,2.25,3.75,4.75,3.58
03014886,4.00,6.75,4.80,,,,,4.00,6.00,6.75,5.58
03014887,5.40,5.50,3.20,,,,,5.00,5.75,8.75,6.50
03014888,6.00,7.00,5.20,,,,,5.50,7.75,8.75,7.33
03014889,6.00,5.75,4.00,,,,,5.75,7.00,8.75,7.17
03014890,8.00,5.50,7.40,,,,,4.50,7.25,9.50,7.08
03014891,6.60,7.00,5.60,,,,,7.25,6.50,8.75,7.50
03014892,5.60,3.75,2.60,,,,,5.50,6.75,9.75,7.33
03014893,6.20,4.25,4.00,,,,,6.75,6.75,9.00,7.50
03014894,6.40,2.75,4.40,,,,,3.25,5.00,7.50,5.25
03014895,5.40,6.00,4.60,,,,,4.00,5.25,7.50,5.58
03014896,5.40,3.50,3.00,,,,,5.25,6.25,8.50,6.67
03014897,3.60,5.00,3.00,,,,,2.50,5.75,5.00,4.42
03014898,4.40,2.75,3.00,,,,,1.25,4.00,6.50,3.92
03014899,6.40,3.75,4.00,,,,,6.25,6.75,9.00,7.33
03014900,4.40,2.75,3.80,,,,,4.75,6.25,6.75,5.92
03014901,5.80,5.75,4.60,,,,,3.50,5.25,6.25,5.00
03014902,1.60,5.75,4.00,,,,,2.75,4.50,5.25,4.17
03014903,6.20,7.25,3.40,,,,,4.50,8.25,8.50,7.08
03014904,5.00,5.75,2.20,,,,,4.00,6.25,6.25,5.50
03014905,6.00,6.00,3.40,,,,,5.00,5.50,7.25,5.92
03014906,4.80,6.25,2.60,,,,,4.50,3.75,6.50,4.92
03014907,7.40,6.75,5.20,,,,,4.00,8.00,7.75,6.58
03014908,5.00,5.50,4.00,,,,,3.50,7.50,7.00,6.00
03014909,5.60,5.00,2.40,,,,,2.75,5.00,7.50,5.08
03014910,5.60,5.00,2.60,,,,,3.75,4.50,8.25,5.50
03014911,3.80,5.00,3.20,,,,,3.75,4.75,6.50,5.00
03014912,3.80,5.50,3.60,,,,,4.50,6.25,7.50,6.08
03014913,7.40,7.25,6.00,,,,,6.25,7.25,8.75,7.42
03014914,5.00,5.75,4.00,,,,,4.75,6.00,8.25,6.33
03014915,3.40,1.50,2.00,,,,,3.25,4.25,6.25,4.58
03014916,6.00,5.50,4.80,,,,,6.00,7.50,9.25,7.58
03014917,7.00,7.00,3.80,,,,,4.50,6.75,7.25,6.17
03014918,2.00,4.75,2.40,,,,,3.50,3.50,4.25,3.75
03014919,6.00,7.75,5.80,,,,,5.50,7.50,9.25,7.42
03014920,5.80,5.00,2.40,,,,,3.50,4.00,7.00,4.83
03014921,4.80,7.25,5.40,,,,,4.50,7.75,7.25,6.50
03014922,5.40,7.25,5.80,,,,,3.25,6.50,8.00,5.92
03014923,5.60,4.75,4.40,,,,,4.25,5.75,7.25,5.75
03014924,7.00,8.25,6.60,,,,,3.75,6.25,7.25,5.75
03014925,6.20,6.25,4.20,,,,,4.00,5.75,8.75,6.17
03014926,6.00,7.25,2.80,,,,,4.25,6.25,8.00,6.17
03014927,4.20,6.50,4.20,,,,,4.75,7.75,9.75,7.42
03014928,5.80,7.00,4.40,,,,,3.50,6.00,7.00,5.50
03014929,5.80,6.25,5.80,,,,,5.00,7.50,9.25,7.25
03014930,5.60,6.75,3.80,,,,,3.25,4.25,7.50,5.00
03014931,5.40,6.00,4.80,,,,,4.00,5.50,6.50,5.33
03014932,6.60,6.00,6.00,,,,,5.50,7.00,8.50,7.00
03014933,6.20,4.25,3.40,,,,,3.00,7.00,8.50,6.17
03014934,6.20,5.50,2.60,,,,,3.25,4.75,9.25,5.75
03014935,7.60,6.50,6.20,,,,,6.50,7.75,8.75,7.67
03014936,5.60,4.75,3.00,,,,,4.25,5.25,7.50,5.67
03014937,4.80,4.75,2.60,,,,,3.75,4.50,7.75,5.33
03014938,5.40,7.00,3.80,,,,,5.00,7.00,7.00,6.33
03014939,5.80,5.25,3.00,,,,,4.50,6.25,9.25,6.67
03014940,5.40,4.00,2.00,,,,,3.00,5.50,6.50,5.00
03014941,6.40,6.00,4.60,,,,,6.00,6.00,9.00,7.00
03014942,6.00,6.50,3.20,,,,,3.75,6.75,8.25,6.25
03014943,5.80,5.75,3.60,,,,,4.25,6.25,8.25,6.25
03014944,7.00,5.50,5.60,,,,,5.75,7.00,9.00,7.25
03014945,6.00,5.50,5.60,,,,,5.75,6.50,9.00,7.08
03014946,7.40,7.25,4.80,,,,,7.75,8.75,9.50,8.67
03014947,6.40,5.00,2.80,,,,,4.50,6.75,6.25,5.83
03014948,5.80,5.25,2.80,,,,,3.50,6.50,9.00,6.33
03014949,5.40,6.00,4.40,,,,,4.00,6.00,6.50,5.50
03014950,6.20,6.25,5.40,,,,,6.00,6.00,9.75,7.25
03014951,6.60,6.50,6.20,,,,,5.50,8.00,7.50,7.00
03014952,5.60,6.75,4.00,,,,,4.00,8.50,8.25,6.92
03014953,6.80,8.00,7.00,,,,,7.50,8.50,9.50,8.50
03014954,4.40,6.25,4.80,,,,,3.00,5.00,6.50,4.83
03014955,6.00,7.25,3.40,,,,,5.00,6.75,8.50,6.75
03014956,7.60,5.75,5.20,,,,,6.50,8.00,9.75,8.08
03014957,3.60,5.25,1.40,,,,,3.50,5.50,7.75,5.58
03014958,4.80,5.50,3.00,,,,,7.00,5.50,8.25,6.92
03014959,6.20,5.25,7.80,,,,,5.50,7.00,9.50,7.33
03014960,7.00,7.00,4.20,,,,,5.75,6.75,8.50,7.00
03014961,4.60,4.50,3.00,,,,,3.50,3.75,6.50,4.58
03014962,4.20,4.75,2.20,,,,,4.50,5.75,8.50,6.25
03014963,8.20,6.00,3.60,,,,,4.00,8.00,9.00,7.00
03014964,6.40,5.25,4.80,,,,,5.00,7.25,9.00,7.08
03014965,5.60,3.50,3.20,,,,,5.00,6.75,8.50,6.75
03014966,4.80,4.75,3.20,,,,,2.75,7.00,6.25,5.33
03014967,4.20,4.75,2.80,,,,,1.75,5.75,8.75,5.42
03014968,7.00,7.25,5.40,,,,,6.25,6.50,8.50,7.08
03014969,5.00,4.00,3.00,,,,,2.75,5.00,5.25,4.33
03014970,7.80,5.25,2.60,,,,,3.25,5.75,8.00,5.67
03014971,5.40,5.25,4.60,,,,,3.50,4.25,5.50,4.42
03014972,4.80,5.75,3.60,,,,,4.50,5.50,9.00,6.33
03014973,6.40,5.50,4.60,,,,,4.75,6.75,8.50,6.67
03014974,7.00,4.75,5.20,,,,,4.25,5.50,8.25,6.00
03014975,7.60,6.00,5.40,,,,,5.50,6.75,9.25,7.17
03014976,7.40,5.25,3.20,,,,,6.00,9.00,9.25,8.08
03014977,3.80,6.25,3.80,,,,,2.75,4.25,7.00,4.67
03014978,6.40,6.00,4.00,,,,,5.25,5.00,8.25,6.17
03014979,7.40,7.25,6.00,,,,,5.00,7.25,6.25,6.17
03014980,6.80,7.50,3.20,,,,,3.75,6.25,8.25,6.08
03014981,4.20,6.75,4.60,,,,,5.25,7.00,7.00,6.42
03014982,7.00,6.25,7.00,,,,,2.75,5.75,7.50,5.33
03014983,6.60,6.50,4.20,,,,,4.00,7.75,7.75,6.50
03014984,5.40,5.75,3.80,,,,,5.25,6.75,7.75,6.58
03014985,4.00,5.50,3.20,,,,,2.75,4.75,7.00,4.83
03014986,5.60,5.75,4.80,,,,,4.00,6.75,8.75,6.50
03014987,6.00,5.25,4.80,,,,,5.75,6.25,9.25,7.08
03014988,8.20,7.00,5.80,8.50,7.00,4.75,6.75,,,,
03014989,7.00,8.00,6.20,4.00,5.00,3.00,4.00,,,,
03014990,4.00,5.75,2.80,,,,,5.00,4.75,7.25,5.67
03014991,3.80,6.50,4.20,,,,,2.50,4.50,7.00,4.67
03014992,6.40,8.00,6.00,,,,,3.50,7.00,8.50,6.33
03014993,5.80,6.50,6.00,,,,,5.75,7.25,9.00,7.33
03014994,4.20,6.50,2.60,,,,,4.00,6.50,8.00,6.17
03014995,6.20,5.75,2.80,,,,,4.00,5.50,7.50,5.67
03014996,5.60,6.25,4.20,5.75,4.00,5.00,4.92,,,,
03014997,6.00,6.25,4.00,,,,,2.75,7.00,8.75,6.17
03014998,4.40,3.25,2.20,,,,,3.75,5.50,8.50,5.92
03014999,3.20,5.25,2.80,,,,,4.00,3.25,5.25,4.17
03015000,4.40,7.25,4.60,,,,,4.25,6.25,8.50,6.33
03015001,7.80,6.50,4.60,4.25,4.75,6.50,5.17,,,,
03015002,7.20,6.75,5.80,2.50,5.50,4.00,4.00,,,,
03015003,6.40,6.25,3.20,,,,,7.25,6.50,9.25,7.67
03015004,5.00,6.00,4.20,,,,,4.00,6.50,7.50,6.00
03015005,6.00,5.75,2.60,,,,,3.25,5.75,7.75,5.58
03015006,4.20,7.00,4.60,,,,,4.00,6.25,8.25,6.17
03015007,6.20,7.75,6.00,,,,,6.75,9.00,9.25,8.33
03015008,5.80,5.75,3.20,,,,,4.00,6.25,8.00,6.08
03015009,3.80,5.50,3.00,,,,,4.25,5.75,6.00,5.33
03015010,6.40,7.75,4.40,,,,,5.75,5.75,8.50,6.67
03015011,6.00,7.50,4.00,,,,,6.00,7.50,8.00,7.17
03015012,7.00,6.50,4.20,6.50,6.00,4.75,5.75,,,,
03015013,5.20,6.50,3.40,,,,,3.25,5.00,8.25,5.50
03015014,3.60,8.25,4.40,,,,,2.75,5.50,8.75,5.67
03015015,4.40,7.75,4.20,,,,,4.25,5.25,5.50,5.00
03015016,5.60,7.00,3.40,,,,,5.25,8.00,7.75,7.00
03015017,7.20,5.25,6.00,,,,,6.00,7.00,8.75,7.25
03015018,6.20,5.75,3.20,,,,,4.75,7.50,8.50,6.92
03015019,6.40,5.50,5.60,,,,,6.50,7.00,8.75,7.42
03015020,3.80,4.50,2.40,,,,,3.00,4.75,6.75,4.83
03015021,7.60,6.75,3.40,7.50,7.00,5.25,6.58,,,,
03015022,3.60,5.25,3.40,,,,,1.75,4.25,7.25,4.42
03015023,4.20,7.00,5.00,,,,,3.75,5.25,7.25,5.42
03015024,7.20,8.25,5.20,7.00,7.00,4.50,6.17,,,,
03015025,4.00,5.75,3.40,,,,,2.50,5.75,7.25,5.17
03015026,7.60,6.25,3.40,,,,,6.25,7.25,9.25,7.58
03015027,7.80,3.50,3.00,5.75,6.00,4.50,5.42,,,,
03015028,3.80,4.75,1.80,,,,,3.50,5.00,6.50,5.00
03015029,9.00,5.00,8.80,9.00,6.50,6.00,7.17,,,,
03015030,3.20,5.00,2.60,,,,,3.75,5.75,7.00,5.50
03015031,3.20,3.75,2.80,,,,,3.25,3.75,6.25,4.42
03015032,4.40,3.75,2.80,,,,,4.75,7.00,7.50,6.42
03015033,6.00,6.00,3.40,,,,,4.50,7.50,8.75,6.92
03015034,5.20,3.00,3.20,,,,,5.00,6.25,8.00,6.42
03015035,5.60,6.25,4.00,,,,,4.75,7.25,7.75,6.58
03015036,5.20,4.50,3.80,,,,,4.25,5.00,8.75,6.00
03015037,7.20,5.25,7.40,,,,,4.00,7.00,7.25,6.08
03015038,7.00,7.00,4.00,,,,,5.25,6.50,5.75,5.83
03015039,4.80,6.25,2.20,,,,,2.75,3.75,6.00,4.17
03015040,3.60,5.50,2.00,,,,,3.50,4.50,7.75,5.25
03015041,7.40,6.50,3.60,5.25,1.25,4.50,3.67,,,,
03015042,5.20,5.50,4.20,,,,,4.25,7.25,9.50,7.00
03015043,6.00,6.00,3.80,,,,,6.50,7.25,7.25,7.00
03015044,6.20,7.00,3.60,,,,,7.00,7.00,9.00,7.67
03015045,5.80,5.75,3.80,,,,,3.75,6.50,7.00,5.75
03015046,4.40,6.00,3.60,,,,,4.25,6.50,8.25,6.33
03015047,6.60,7.00,4.20,,,,,4.00,5.00,8.25,5.75
03015048,3.40,7.25,3.40,,,,,2.50,5.00,6.50,4.67
03015049,7.20,8.75,6.40,,,,,3.50,7.50,8.50,6.50
03015050,7.20,7.25,5.00,,,,,5.75,7.25,9.50,7.50
03015051,6.40,8.00,4.40,,,,,6.25,6.75,7.50,6.83
03015052,4.80,7.50,5.20,,,,,3.75,6.25,6.50,5.50
03015053,6.20,7.25,3.60,,,,,5.75,7.50,8.25,7.17
03015054,4.00,7.25,1.80,,,,,3.50,7.50,7.75,6.25
03015055,6.40,4.75,3.80,,,,,2.75,5.75,6.25,4.92
03015056,6.40,6.25,2.20,,,,,3.75,6.25,6.75,5.58
03015057,4.80,5.75,3.60,,,,,2.75,5.00,6.75,4.83
03015058,6.80,7.00,5.80,,,,,6.75,6.75,9.00,7.50
03015059,7.40,7.00,5.60,,,,,6.00,7.75,9.00,7.58
03015060,4.20,7.50,4.20,,,,,3.00,6.00,9.00,6.00
03015061,4.80,5.50,4.00,,,,,5.00,6.50,7.25,6.25
03015062,6.20,6.25,5.00,,,,,5.25,7.25,7.00,6.50
03015063,6.80,6.25,5.60,,,,,4.75,7.00,7.00,6.25
03015064,7.00,8.25,5.00,,,,,4.75,6.75,8.00,6.50
03015065,4.40,3.25,3.20,,,,,3.75,5.75,8.25,5.92
03015066,8.00,7.25,5.80,6.75,7.25,5.50,6.50,,,,
03015067,6.60,5.75,4.20,6.75,7.25,5.75,6.58,,,,
03015068,5.40,5.00,6.20,,,,,5.00,7.25,8.00,6.75
03015069,5.00,6.75,3.00,,,,,2.50,4.25,6.00,4.25
03015070,6.80,6.00,6.00,,,,,6.25,7.50,9.75,7.83
03015071,5.80,7.50,4.20,,,,,4.25,6.50,7.75,6.17
03015072,5.40,6.00,4.40,4.50,2.75,4.50,3.92,,,,
03015073,5.20,6.25,3.40,,,,,2.25,5.50,8.00,5.25
03015074,5.60,4.00,5.20,,,,,5.75,6.50,9.25,7.17
03015075,4.20,7.25,1.60,,,,,3.75,5.25,7.25,5.42
03015076,6.80,7.50,3.80,,,,,4.25,7.75,8.75,6.92
03015077,6.80,7.00,5.40,,,,,2.75,7.00,6.75,5.50
03015078,5.40,7.00,4.80,,,,,4.75,7.00,7.75,6.50
03015079,4.40,6.50,2.60,,,,,4.00,6.75,8.75,6.50
03015080,5.00,6.00,3.00,,,,,4.75,6.25,7.50,6.17
03015081,6.00,6.75,4.60,,,,,5.00,5.75,8.75,6.50
03015082,5.60,5.00,2.80,,,,,5.00,6.00,8.50,6.50
03015083,7.40,7.50,7.60,,,,,5.00,7.25,7.75,6.67
03015084,5.80,4.25,2.40,,,,,4.75,5.25,7.25,5.75
03015085,5.60,6.75,3.40,,,,,3.00,6.25,8.00,5.75
03015086,7.80,5.00,3.40,7.00,6.00,4.25,5.75,,,,
03015087,7.20,7.50,7.00,6.25,7.25,3.75,5.75,,,,
03015088,8.60,7.00,7.20,8.00,4.75,4.75,5.83,,,,
03015089,2.80,5.50,3.00,,,,,3.00,5.00,8.50,5.50
03015090,5.20,5.75,4.40,,,,,6.50,5.75,9.00,7.08
03015091,6.80,6.00,1.60,,,,,3.25,7.25,7.75,6.08
03015092,6.40,5.25,3.00,,,,,5.00,6.50,8.00,6.50
03015093,6.80,5.50,3.20,5.75,6.75,4.00,5.50,,,,
03015094,6.80,7.50,3.60,5.75,5.25,5.50,5.50,,,,
03015095,8.40,7.00,7.60,6.75,5.50,5.50,5.92,,,,
03015096,5.40,4.50,3.00,,,,,3.50,4.75,8.50,5.58
03015097,5.20,5.00,2.80,,,,,3.75,5.75,8.00,5.83
03015098,5.80,3.75,3.20,,,,,3.50,6.25,6.75,5.50
03015099,8.20,5.75,3.60,5.75,7.00,4.75,5.83,,,,
03015100,8.20,5.75,8.40,,,,,4.75,7.25,8.75,6.92
03015101,4.20,3.00,3.60,,,,,5.50,6.00,8.25,6.58
03015102,2.60,2.50,2.60,,,,,3.25,4.00,5.25,4.17
